CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
16256,ColonialVoice,7.77724E+13,6,2005,00:00.0
16257,Distinguish,5.55548E+13,7,2005,00:00.0
16258,Distinguish,5.55563E+13,2,2008,00:00.0
16259,Vista,1.11152E+13,11,2008,00:00.0
16260,Distinguish,5.55539E+13,2,2008,00:00.0
16261,Vista,1.11179E+13,2,2006,00:00.0
16262,Vista,1.11147E+13,1,2006,00:00.0
16263,SuperiorCard,3.33341E+13,11,2005,00:00.0
16264,Distinguish,5.55512E+13,11,2008,00:00.0
16265,Vista,1.11144E+13,6,2006,00:00.0
16266,ColonialVoice,7.7779E+13,10,2008,00:00.0
16267,ColonialVoice,7.7773E+13,9,2007,00:00.0
16268,Distinguish,5.5558E+13,5,2005,00:00.0
16269,Distinguish,5.55563E+13,6,2007,00:00.0
16270,Distinguish,5.55574E+13,3,2007,00:00.0
16271,Distinguish,5.5557E+13,5,2006,00:00.0
16272,SuperiorCard,3.33394E+13,11,2005,00:00.0
16273,Vista,1.11143E+13,11,2007,00:00.0
16274,ColonialVoice,7.7773E+13,1,2008,00:00.0
16275,Vista,1.11178E+13,8,2005,00:00.0
16276,ColonialVoice,7.77757E+13,11,2007,00:00.0
16277,ColonialVoice,7.77772E+13,4,2005,00:00.0
16278,ColonialVoice,7.77786E+13,6,2008,00:00.0
16279,Distinguish,5.55513E+13,4,2007,00:00.0
16280,ColonialVoice,7.77745E+13,2,2007,00:00.0
16281,ColonialVoice,7.77775E+13,2,2007,00:00.0
16282,Distinguish,5.5552E+13,5,2006,00:00.0
16283,SuperiorCard,3.3337E+13,4,2008,00:00.0
16284,ColonialVoice,7.77797E+13,6,2005,00:00.0
16285,Vista,1.11148E+13,9,2008,00:00.0
16286,ColonialVoice,7.77758E+13,5,2005,00:00.0
16287,Vista,1.11169E+13,4,2006,00:00.0
16288,Distinguish,5.55592E+13,6,2005,00:00.0
16289,ColonialVoice,7.77718E+13,3,2007,00:00.0
16290,Distinguish,5.55581E+13,1,2005,00:00.0
16291,Distinguish,5.55517E+13,12,2005,00:00.0
16292,Vista,1.11192E+13,8,2006,00:00.0
16293,SuperiorCard,3.33367E+13,9,2006,00:00.0
16294,SuperiorCard,3.33363E+13,7,2008,00:00.0
16295,Distinguish,5.55585E+13,7,2006,00:00.0
16296,Vista,1.11188E+13,10,2007,00:00.0
16297,SuperiorCard,3.33376E+13,11,2008,00:00.0
16298,Vista,1.11196E+13,3,2007,00:00.0
16299,SuperiorCard,3.3336E+13,4,2006,00:00.0
16300,ColonialVoice,7.77718E+13,8,2008,00:00.0
16301,Vista,1.11183E+13,11,2006,00:00.0
16302,ColonialVoice,7.77792E+13,8,2005,00:00.0
16303,SuperiorCard,3.33318E+13,7,2005,00:00.0
16304,ColonialVoice,7.77739E+13,12,2007,00:00.0
16305,ColonialVoice,7.77711E+13,8,2008,00:00.0
16306,Vista,1.11166E+13,9,2005,00:00.0
16307,Vista,1.11173E+13,12,2006,00:00.0
16308,SuperiorCard,3.3336E+13,8,2008,00:00.0
16309,Distinguish,5.55528E+13,8,2006,00:00.0
16310,ColonialVoice,7.77743E+13,3,2006,00:00.0
16311,Vista,1.11142E+13,10,2006,00:00.0
16312,Vista,1.11182E+13,8,2006,00:00.0
16313,Distinguish,5.55516E+13,5,2007,00:00.0
16314,Vista,1.11169E+13,1,2005,00:00.0
16315,Distinguish,5.5556E+13,8,2008,00:00.0
16316,ColonialVoice,7.77728E+13,7,2005,00:00.0
16317,Distinguish,5.55596E+13,8,2008,00:00.0
16318,ColonialVoice,7.77757E+13,4,2008,00:00.0
16319,SuperiorCard,3.33324E+13,6,2005,00:00.0
16320,Vista,1.11192E+13,8,2008,00:00.0
16321,SuperiorCard,3.33364E+13,9,2006,00:00.0
16322,ColonialVoice,7.77742E+13,11,2007,00:00.0
16323,Vista,1.11141E+13,1,2007,00:00.0
16324,Distinguish,5.55533E+13,7,2008,00:00.0
16325,Distinguish,5.55542E+13,12,2005,00:00.0
16326,Vista,1.11132E+13,4,2007,00:00.0
16327,Vista,1.11143E+13,4,2006,00:00.0
16328,ColonialVoice,7.77773E+13,2,2008,00:00.0
16329,SuperiorCard,3.33398E+13,8,2007,00:00.0
16330,Vista,1.11158E+13,10,2006,00:00.0
16331,Vista,1.11122E+13,9,2008,00:00.0
16332,SuperiorCard,3.33386E+13,6,2006,00:00.0
16333,SuperiorCard,3.33393E+13,5,2008,00:00.0
16334,ColonialVoice,7.77716E+13,1,2006,00:00.0
16335,Vista,1.11169E+13,9,2005,00:00.0
16336,Vista,1.11194E+13,11,2007,00:00.0
16337,Distinguish,5.55522E+13,11,2006,00:00.0
16338,ColonialVoice,7.77793E+13,4,2008,00:00.0
16339,ColonialVoice,7.77741E+13,4,2008,00:00.0
16340,Distinguish,5.55594E+13,11,2005,00:00.0
16341,Vista,1.11115E+13,6,2008,00:00.0
16342,ColonialVoice,7.77722E+13,7,2008,00:00.0
16343,Distinguish,5.55523E+13,1,2008,00:00.0
16344,Vista,1.11161E+13,12,2008,00:00.0
16345,ColonialVoice,7.77743E+13,11,2008,00:00.0
16346,Vista,1.11125E+13,12,2006,00:00.0
16347,Distinguish,5.55594E+13,12,2007,00:00.0
16348,Distinguish,5.55528E+13,6,2007,00:00.0
16349,ColonialVoice,7.77741E+13,11,2005,00:00.0
16350,Vista,1.11179E+13,9,2008,00:00.0
16351,ColonialVoice,7.77781E+13,6,2007,00:00.0
16352,ColonialVoice,7.77771E+13,7,2006,00:00.0
16353,ColonialVoice,7.77761E+13,7,2007,00:00.0
16354,Vista,1.11148E+13,7,2007,00:00.0
16355,Vista,1.11146E+13,5,2008,00:00.0
16356,Distinguish,5.55542E+13,10,2006,00:00.0
16357,SuperiorCard,3.33385E+13,8,2008,00:00.0
16358,SuperiorCard,3.33352E+13,10,2005,00:00.0
16359,Distinguish,5.55578E+13,1,2005,00:00.0
16360,Vista,1.11146E+13,11,2008,00:00.0
16361,SuperiorCard,3.33331E+13,12,2006,00:00.0
16362,SuperiorCard,3.33336E+13,11,2006,00:00.0
16363,ColonialVoice,7.7775E+13,7,2008,00:00.0
16364,SuperiorCard,3.33369E+13,9,2005,00:00.0
16365,Vista,1.11182E+13,6,2008,00:00.0
16366,Distinguish,5.55518E+13,10,2008,00:00.0
16367,SuperiorCard,3.33337E+13,12,2005,00:00.0
16368,Vista,1.11195E+13,11,2006,00:00.0
16369,Vista,1.11158E+13,11,2005,00:00.0
16370,SuperiorCard,3.33321E+13,12,2007,00:00.0
16371,Distinguish,5.55572E+13,10,2006,00:00.0
16372,Distinguish,5.55588E+13,4,2008,00:00.0
16373,Distinguish,5.5559E+13,3,2005,00:00.0
16374,Distinguish,5.55538E+13,3,2008,00:00.0
16375,ColonialVoice,7.7777E+13,1,2008,00:00.0
16376,ColonialVoice,7.77744E+13,1,2005,00:00.0
16377,Vista,1.11144E+13,8,2006,00:00.0
16378,Vista,1.11132E+13,4,2006,00:00.0
16379,Vista,1.11164E+13,4,2005,00:00.0
16380,Vista,1.1115E+13,12,2007,00:00.0
16381,ColonialVoice,7.77733E+13,8,2008,00:00.0
16382,ColonialVoice,7.77767E+13,5,2005,00:00.0
16383,Vista,1.11149E+13,12,2005,00:00.0
16384,Distinguish,5.55571E+13,10,2008,00:00.0
16385,SuperiorCard,3.33332E+13,2,2007,00:00.0
16386,Distinguish,5.55543E+13,11,2007,00:00.0
16387,ColonialVoice,7.77779E+13,8,2008,00:00.0
16388,Vista,1.11163E+13,8,2005,00:00.0
16389,SuperiorCard,3.33375E+13,2,2005,00:00.0
16390,ColonialVoice,7.77712E+13,5,2006,00:00.0
16391,SuperiorCard,3.33379E+13,4,2008,00:00.0
16392,Vista,1.11125E+13,4,2008,00:00.0
16393,Distinguish,5.55527E+13,10,2007,00:00.0
16394,SuperiorCard,3.33373E+13,10,2007,00:00.0
16395,ColonialVoice,7.77783E+13,9,2006,00:00.0
16396,SuperiorCard,3.33327E+13,7,2007,00:00.0
16397,Distinguish,5.55581E+13,7,2007,00:00.0
16398,ColonialVoice,7.77727E+13,2,2008,00:00.0
16399,SuperiorCard,3.33367E+13,4,2005,00:00.0
16400,Distinguish,5.55528E+13,6,2005,00:00.0
16401,ColonialVoice,7.77782E+13,8,2006,00:00.0
16402,Vista,1.11174E+13,1,2005,00:00.0
16403,ColonialVoice,7.77764E+13,12,2007,00:00.0
16404,SuperiorCard,3.33351E+13,6,2008,00:00.0
16406,Distinguish,5.55556E+13,5,2005,00:00.0
16407,Distinguish,5.55575E+13,10,2005,00:00.0
16408,SuperiorCard,3.33361E+13,8,2007,00:00.0
16409,Vista,1.11157E+13,5,2008,00:00.0
16410,SuperiorCard,3.33321E+13,12,2006,00:00.0
16411,SuperiorCard,3.33334E+13,2,2007,00:00.0
16412,SuperiorCard,3.33351E+13,1,2006,00:00.0
16413,ColonialVoice,7.77763E+13,7,2005,00:00.0
16414,Distinguish,5.5558E+13,8,2007,00:00.0
16415,Distinguish,5.55564E+13,12,2007,00:00.0
16416,SuperiorCard,3.33319E+13,2,2005,00:00.0
16417,Distinguish,5.55542E+13,3,2007,00:00.0
16418,ColonialVoice,7.77764E+13,7,2007,00:00.0
16419,Vista,1.11174E+13,5,2008,00:00.0
16420,ColonialVoice,7.77763E+13,8,2008,00:00.0
16421,SuperiorCard,3.33391E+13,8,2006,00:00.0
16422,Vista,1.11124E+13,3,2008,00:00.0
16423,ColonialVoice,7.77784E+13,3,2008,00:00.0
16424,SuperiorCard,3.33345E+13,4,2008,00:00.0
16425,Vista,1.11159E+13,3,2006,00:00.0
16426,SuperiorCard,3.33324E+13,5,2008,00:00.0
16427,SuperiorCard,3.3338E+13,10,2005,00:00.0
16429,ColonialVoice,7.77773E+13,11,2005,00:00.0
16430,SuperiorCard,3.33319E+13,6,2005,00:00.0
16431,Distinguish,5.55582E+13,5,2007,00:00.0
16432,SuperiorCard,3.33376E+13,6,2005,00:00.0
16433,Distinguish,5.55516E+13,8,2006,00:00.0
16434,ColonialVoice,7.77765E+13,3,2007,00:00.0
16435,SuperiorCard,3.33361E+13,6,2008,00:00.0
16436,Vista,1.1118E+13,8,2005,00:00.0
16437,Distinguish,5.55534E+13,11,2007,00:00.0
16438,Distinguish,5.55576E+13,2,2005,00:00.0
16439,Vista,1.11195E+13,6,2008,00:00.0
16440,Vista,1.1112E+13,2,2005,00:00.0
16441,Vista,1.11173E+13,9,2006,00:00.0
16442,SuperiorCard,3.33394E+13,10,2005,00:00.0
16443,SuperiorCard,3.33322E+13,6,2007,00:00.0
16444,SuperiorCard,3.33389E+13,7,2007,00:00.0
16445,ColonialVoice,7.77746E+13,5,2007,00:00.0
16446,ColonialVoice,7.77725E+13,3,2007,00:00.0
16447,ColonialVoice,7.77784E+13,2,2007,00:00.0
16448,ColonialVoice,7.77796E+13,9,2007,00:00.0
16449,SuperiorCard,3.33317E+13,11,2007,00:00.0
16450,Vista,1.11157E+13,7,2008,00:00.0
16451,Vista,1.11155E+13,11,2006,00:00.0
16452,Distinguish,5.55561E+13,9,2008,00:00.0
16453,SuperiorCard,3.33339E+13,9,2006,00:00.0
16454,SuperiorCard,3.33386E+13,8,2006,00:00.0
16455,ColonialVoice,7.77795E+13,4,2008,00:00.0
16456,Vista,1.11133E+13,8,2006,00:00.0
16457,Vista,1.11141E+13,8,2006,00:00.0
16458,ColonialVoice,7.77756E+13,10,2006,00:00.0
16459,ColonialVoice,7.7776E+13,5,2005,00:00.0
16460,Distinguish,5.55592E+13,12,2008,00:00.0
16461,Vista,1.11161E+13,6,2006,00:00.0
16462,ColonialVoice,7.77788E+13,12,2008,00:00.0
16463,Distinguish,5.5558E+13,12,2008,00:00.0
16464,Distinguish,5.55525E+13,11,2005,00:00.0
16465,Distinguish,5.55514E+13,10,2008,00:00.0
16466,Vista,1.11162E+13,4,2007,00:00.0
16467,Vista,1.11145E+13,8,2007,00:00.0
16468,ColonialVoice,7.77739E+13,12,2007,00:00.0
16469,Vista,1.11199E+13,2,2007,00:00.0
16470,Distinguish,5.55521E+13,6,2008,00:00.0
16471,ColonialVoice,7.77788E+13,4,2006,00:00.0
16472,SuperiorCard,3.33397E+13,9,2008,00:00.0
16473,Distinguish,5.55531E+13,9,2006,00:00.0
16474,Vista,1.11178E+13,8,2006,00:00.0
16475,Distinguish,5.55582E+13,2,2007,00:00.0
16476,Distinguish,5.55534E+13,8,2005,00:00.0
16478,Vista,1.11184E+13,3,2008,00:00.0
16479,Vista,1.11183E+13,9,2005,00:00.0
16481,ColonialVoice,7.77725E+13,5,2007,00:00.0
16483,Vista,1.11115E+13,9,2005,00:00.0
16484,Distinguish,5.55546E+13,6,2008,00:00.0
16485,ColonialVoice,7.77737E+13,2,2007,00:00.0
16486,Vista,1.11198E+13,5,2006,00:00.0
16487,Distinguish,5.5556E+13,10,2008,00:00.0
16488,SuperiorCard,3.33385E+13,6,2007,00:00.0
16489,ColonialVoice,7.77786E+13,9,2006,00:00.0
16490,ColonialVoice,7.77787E+13,10,2007,00:00.0
16491,SuperiorCard,3.33366E+13,11,2008,00:00.0
16492,Vista,1.11146E+13,12,2006,00:00.0
16493,SuperiorCard,3.33348E+13,3,2007,00:00.0
16494,Vista,1.11117E+13,9,2006,00:00.0
16495,Distinguish,5.5551E+13,2,2008,00:00.0
16496,SuperiorCard,3.33359E+13,9,2005,00:00.0
16497,Vista,1.11199E+13,12,2007,00:00.0
16498,ColonialVoice,7.77736E+13,10,2007,00:00.0
16499,ColonialVoice,7.77759E+13,7,2005,00:00.0
16500,SuperiorCard,3.33396E+13,5,2008,00:00.0
16501,ColonialVoice,7.77759E+13,10,2008,00:00.0
16502,SuperiorCard,3.33394E+13,12,2007,00:00.0
16503,ColonialVoice,7.77755E+13,1,2008,00:00.0
16505,Distinguish,5.55523E+13,2,2005,00:00.0
16506,SuperiorCard,3.33383E+13,7,2008,00:00.0
16507,SuperiorCard,3.33339E+13,12,2006,00:00.0
16508,Distinguish,5.55569E+13,4,2006,00:00.0
16509,SuperiorCard,3.33317E+13,11,2005,00:00.0
16510,Distinguish,5.55593E+13,9,2006,00:00.0
16511,Vista,1.11128E+13,2,2007,00:00.0
16512,ColonialVoice,7.77769E+13,3,2006,00:00.0
16513,ColonialVoice,7.77787E+13,8,2008,00:00.0
16514,ColonialVoice,7.77767E+13,12,2008,00:00.0
16515,Distinguish,5.5558E+13,9,2008,00:00.0
16517,Distinguish,5.55585E+13,5,2006,00:00.0
16518,ColonialVoice,7.77719E+13,2,2008,00:00.0
16520,ColonialVoice,7.77749E+13,9,2007,00:00.0
16521,Distinguish,5.55552E+13,11,2007,00:00.0
16522,Distinguish,5.55597E+13,8,2007,00:00.0
16523,ColonialVoice,7.77729E+13,11,2005,00:00.0
16524,Vista,1.11136E+13,9,2008,00:00.0
16525,Vista,1.11119E+13,4,2007,00:00.0
16526,Vista,1.11151E+13,12,2007,00:00.0
16527,Vista,1.11177E+13,11,2006,00:00.0
16528,ColonialVoice,7.77752E+13,3,2008,00:00.0
16529,Vista,1.11165E+13,2,2006,00:00.0
16530,Vista,1.11153E+13,2,2006,00:00.0
16531,SuperiorCard,3.33336E+13,12,2008,00:00.0
16532,Distinguish,5.55589E+13,3,2008,00:00.0
16533,Distinguish,5.55594E+13,12,2006,00:00.0
16534,Distinguish,5.5555E+13,6,2006,00:00.0
16535,ColonialVoice,7.77746E+13,11,2007,00:00.0
16536,Distinguish,5.55594E+13,10,2006,00:00.0
16537,Vista,1.11192E+13,5,2007,00:00.0
16538,SuperiorCard,3.33311E+13,4,2008,00:00.0
16539,SuperiorCard,3.33395E+13,1,2006,00:00.0
16540,SuperiorCard,3.3336E+13,12,2007,00:00.0
16541,ColonialVoice,7.77731E+13,3,2005,00:00.0
16542,Distinguish,5.55587E+13,12,2005,00:00.0
16543,SuperiorCard,3.3335E+13,5,2005,00:00.0
16544,SuperiorCard,3.33341E+13,10,2008,00:00.0
16546,SuperiorCard,3.3333E+13,8,2007,00:00.0
16547,Vista,1.11194E+13,1,2006,00:00.0
16549,Vista,1.11141E+13,11,2008,00:00.0
16550,Vista,1.11188E+13,12,2006,00:00.0
16551,SuperiorCard,3.33361E+13,12,2005,00:00.0
16552,Vista,1.11112E+13,1,2005,00:00.0
16553,Vista,1.11175E+13,6,2007,00:00.0
16554,Vista,1.11131E+13,7,2008,00:00.0
16555,ColonialVoice,7.77732E+13,3,2007,00:00.0
16556,Vista,1.11145E+13,1,2008,00:00.0
16557,Vista,1.11115E+13,5,2005,00:00.0
16558,SuperiorCard,3.33382E+13,8,2007,00:00.0
16559,ColonialVoice,7.77779E+13,7,2005,00:00.0
16560,Vista,1.11161E+13,2,2007,00:00.0
16561,ColonialVoice,7.77741E+13,5,2007,00:00.0
16562,SuperiorCard,3.3331E+13,3,2007,00:00.0
16563,Distinguish,5.55511E+13,9,2007,00:00.0
16564,Distinguish,5.55598E+13,6,2007,00:00.0
16565,Distinguish,5.55585E+13,9,2005,00:00.0
16566,Vista,1.11144E+13,9,2008,00:00.0
16567,Vista,1.11163E+13,9,2005,00:00.0
16568,Distinguish,5.55561E+13,6,2007,00:00.0
16569,ColonialVoice,7.77725E+13,2,2007,00:00.0
16570,Distinguish,5.55516E+13,9,2008,00:00.0
16571,Distinguish,5.55518E+13,10,2006,00:00.0
16572,SuperiorCard,3.33354E+13,8,2008,00:00.0
16573,Distinguish,5.55567E+13,3,2006,00:00.0
16574,ColonialVoice,7.7778E+13,11,2007,00:00.0
16575,ColonialVoice,7.7778E+13,10,2007,00:00.0
16577,SuperiorCard,3.33353E+13,7,2005,00:00.0
16578,Vista,1.11143E+13,11,2005,00:00.0
16579,SuperiorCard,3.33388E+13,2,2005,00:00.0
16580,Vista,1.11117E+13,8,2007,00:00.0
16581,Vista,1.11199E+13,4,2005,00:00.0
16582,SuperiorCard,3.33379E+13,6,2008,00:00.0
16583,Vista,1.11128E+13,8,2008,00:00.0
16584,Vista,1.11126E+13,11,2006,00:00.0
16585,SuperiorCard,3.33397E+13,3,2005,00:00.0
16586,Vista,1.11134E+13,2,2005,00:00.0
16587,SuperiorCard,3.33329E+13,1,2008,00:00.0
16588,Vista,1.11159E+13,10,2006,00:00.0
16589,ColonialVoice,7.77799E+13,10,2006,00:00.0
16590,SuperiorCard,3.3336E+13,8,2007,00:00.0
16591,Distinguish,5.55559E+13,3,2006,00:00.0
16592,ColonialVoice,7.77737E+13,3,2007,00:00.0
16593,ColonialVoice,7.77719E+13,7,2006,00:00.0
16594,ColonialVoice,7.77717E+13,7,2008,00:00.0
16595,ColonialVoice,7.77753E+13,9,2007,00:00.0
16596,SuperiorCard,3.33398E+13,2,2008,00:00.0
16597,Vista,1.1117E+13,12,2008,00:00.0
16598,Vista,1.11134E+13,9,2008,00:00.0
16599,SuperiorCard,3.33317E+13,5,2006,00:00.0
16600,ColonialVoice,7.77718E+13,4,2005,00:00.0
16601,Vista,1.11146E+13,1,2008,00:00.0
16602,SuperiorCard,3.33333E+13,1,2008,00:00.0
16603,ColonialVoice,7.77714E+13,1,2006,00:00.0
16604,Vista,1.11158E+13,8,2006,00:00.0
16605,Vista,1.11122E+13,3,2005,00:00.0
16606,Distinguish,5.5552E+13,2,2006,00:00.0
16607,ColonialVoice,7.7772E+13,10,2008,00:00.0
16608,SuperiorCard,3.33369E+13,2,2005,00:00.0
16609,ColonialVoice,7.77774E+13,5,2007,00:00.0
16610,Distinguish,5.55573E+13,4,2007,00:00.0
16611,Distinguish,5.55547E+13,9,2007,00:00.0
16612,Distinguish,5.55555E+13,9,2006,00:00.0
16613,Distinguish,5.55553E+13,4,2007,00:00.0
16614,Vista,1.11143E+13,10,2005,00:00.0
16615,SuperiorCard,3.33381E+13,8,2007,00:00.0
16616,Vista,1.11176E+13,11,2006,00:00.0
16617,SuperiorCard,3.33329E+13,4,2006,00:00.0
16618,ColonialVoice,7.77725E+13,11,2008,00:00.0
16619,SuperiorCard,3.33381E+13,9,2005,00:00.0
16620,SuperiorCard,3.3335E+13,7,2007,00:00.0
16621,Distinguish,5.55547E+13,12,2007,00:00.0
16622,Distinguish,5.55534E+13,11,2006,00:00.0
16623,Distinguish,5.55585E+13,8,2008,00:00.0
16624,Vista,1.1112E+13,3,2007,00:00.0
16625,SuperiorCard,3.33363E+13,9,2005,00:00.0
16626,Distinguish,5.55574E+13,11,2008,00:00.0
16627,ColonialVoice,7.77776E+13,12,2006,00:00.0
16628,ColonialVoice,7.77772E+13,5,2007,00:00.0
16629,ColonialVoice,7.77717E+13,4,2008,00:00.0
16630,Vista,1.11177E+13,7,2005,00:00.0
16631,ColonialVoice,7.77711E+13,7,2005,00:00.0
16632,Distinguish,5.55552E+13,5,2005,00:00.0
16633,SuperiorCard,3.33397E+13,11,2006,00:00.0
16634,Vista,1.11196E+13,2,2005,00:00.0
16635,SuperiorCard,3.33339E+13,12,2005,00:00.0
16636,ColonialVoice,7.77786E+13,7,2005,00:00.0
16637,Vista,1.11114E+13,2,2008,00:00.0
16638,SuperiorCard,3.33354E+13,6,2007,00:00.0
16639,Distinguish,5.55597E+13,11,2005,00:00.0
16640,ColonialVoice,7.77741E+13,8,2008,00:00.0
16641,ColonialVoice,7.77733E+13,1,2007,00:00.0
16642,Vista,1.11171E+13,7,2007,00:00.0
16643,Vista,1.11166E+13,5,2008,00:00.0
16644,SuperiorCard,3.33325E+13,10,2005,00:00.0
16645,ColonialVoice,7.77748E+13,5,2007,00:00.0
16646,SuperiorCard,3.33313E+13,1,2008,00:00.0
16647,Vista,1.1118E+13,6,2006,00:00.0
16648,ColonialVoice,7.7779E+13,8,2008,00:00.0
16649,SuperiorCard,3.33334E+13,2,2007,00:00.0
16650,Vista,1.11192E+13,5,2006,00:00.0
16651,SuperiorCard,3.33371E+13,2,2005,00:00.0
16652,Vista,1.11174E+13,8,2008,00:00.0
16653,Distinguish,5.55551E+13,5,2005,00:00.0
16654,ColonialVoice,7.77749E+13,12,2008,00:00.0
16655,Vista,1.1113E+13,2,2008,00:00.0
16657,ColonialVoice,7.77798E+13,9,2007,00:00.0
16658,Distinguish,5.5552E+13,9,2006,00:00.0
16659,Distinguish,5.55526E+13,3,2006,00:00.0
16660,Distinguish,5.55579E+13,7,2007,00:00.0
16661,Distinguish,5.55578E+13,6,2008,00:00.0
16662,SuperiorCard,3.33358E+13,10,2007,00:00.0
16663,ColonialVoice,7.77772E+13,2,2006,00:00.0
16664,ColonialVoice,7.77759E+13,9,2008,00:00.0
16665,Distinguish,5.55518E+13,4,2007,00:00.0
16666,Vista,1.11149E+13,2,2007,00:00.0
16667,SuperiorCard,3.33324E+13,4,2007,00:00.0
16668,ColonialVoice,7.77743E+13,1,2005,00:00.0
16669,SuperiorCard,3.33356E+13,10,2005,00:00.0
16670,Vista,1.11175E+13,2,2008,00:00.0
16671,SuperiorCard,3.33397E+13,3,2006,00:00.0
16672,Distinguish,5.55549E+13,11,2005,00:00.0
16673,Distinguish,5.55559E+13,3,2007,00:00.0
16674,SuperiorCard,3.33359E+13,7,2007,00:00.0
16675,Vista,1.11111E+13,12,2007,00:00.0
16676,Vista,1.11193E+13,12,2007,00:00.0
16677,Vista,1.11197E+13,4,2008,00:00.0
16678,SuperiorCard,3.33312E+13,7,2005,00:00.0
16679,Vista,1.11127E+13,12,2006,00:00.0
16680,Distinguish,5.55576E+13,1,2007,00:00.0
16681,ColonialVoice,7.77727E+13,7,2006,00:00.0
16682,Distinguish,5.55533E+13,6,2008,00:00.0
16683,Distinguish,5.55567E+13,3,2006,00:00.0
16684,SuperiorCard,3.33372E+13,7,2005,00:00.0
16685,Vista,1.1116E+13,12,2005,00:00.0
16686,SuperiorCard,3.33345E+13,10,2008,00:00.0
16687,Distinguish,5.55514E+13,6,2008,00:00.0
16688,Vista,1.11156E+13,9,2007,00:00.0
16689,SuperiorCard,3.334E+13,2,2005,00:00.0
16690,ColonialVoice,7.77794E+13,8,2008,00:00.0
16691,ColonialVoice,7.77753E+13,8,2008,00:00.0
16692,ColonialVoice,7.77789E+13,5,2006,00:00.0
16693,Distinguish,5.55557E+13,1,2008,00:00.0
16694,Vista,1.11167E+13,2,2008,00:00.0
16695,Vista,1.11125E+13,11,2008,00:00.0
16696,SuperiorCard,3.33323E+13,4,2008,00:00.0
16697,ColonialVoice,7.77777E+13,7,2005,00:00.0
16698,SuperiorCard,3.33348E+13,9,2005,00:00.0
16699,Vista,1.11188E+13,6,2005,00:00.0
16700,Vista,1.11189E+13,10,2007,00:00.0
16701,ColonialVoice,7.77746E+13,8,2007,00:00.0
16702,Distinguish,5.5553E+13,11,2005,00:00.0
16703,SuperiorCard,3.33364E+13,8,2005,00:00.0
16704,SuperiorCard,3.33357E+13,11,2006,00:00.0
16705,ColonialVoice,7.7777E+13,7,2006,00:00.0
16706,SuperiorCard,3.33335E+13,5,2007,00:00.0
16707,Vista,1.11147E+13,2,2006,00:00.0
16708,SuperiorCard,3.33375E+13,12,2006,00:00.0
16709,Vista,1.1113E+13,5,2006,00:00.0
16710,Distinguish,5.55545E+13,12,2005,00:00.0
16711,Vista,1.11116E+13,9,2007,00:00.0
16712,Distinguish,5.55546E+13,10,2008,00:00.0
16713,Distinguish,5.55572E+13,11,2008,00:00.0
16714,SuperiorCard,3.33322E+13,7,2007,00:00.0
16715,SuperiorCard,3.33378E+13,2,2005,00:00.0
16716,SuperiorCard,3.33335E+13,7,2006,00:00.0
16717,Vista,1.11183E+13,10,2008,00:00.0
16718,ColonialVoice,7.77744E+13,2,2005,00:00.0
16719,Vista,1.11146E+13,7,2006,00:00.0
16720,Vista,1.11166E+13,3,2006,00:00.0
16721,ColonialVoice,7.77767E+13,4,2006,00:00.0
16722,Distinguish,5.55596E+13,10,2006,00:00.0
16723,SuperiorCard,3.33395E+13,5,2006,00:00.0
16724,SuperiorCard,3.33336E+13,10,2008,00:00.0
16725,SuperiorCard,3.33363E+13,2,2007,00:00.0
16726,Vista,1.11127E+13,7,2005,00:00.0
16727,Vista,1.11117E+13,1,2008,00:00.0
16728,ColonialVoice,7.77796E+13,9,2007,00:00.0
16729,SuperiorCard,3.3336E+13,8,2008,00:00.0
16730,Distinguish,5.55598E+13,1,2008,00:00.0
16731,ColonialVoice,7.77723E+13,12,2006,00:00.0
16732,Vista,1.11172E+13,4,2007,00:00.0
16733,Distinguish,5.55525E+13,8,2008,00:00.0
16735,Vista,1.11177E+13,10,2005,00:00.0
16736,ColonialVoice,7.77717E+13,6,2005,00:00.0
16737,ColonialVoice,7.77736E+13,5,2007,00:00.0
16738,Vista,1.11172E+13,8,2005,00:00.0
16739,Distinguish,5.55512E+13,6,2005,00:00.0
16740,ColonialVoice,7.77734E+13,12,2008,00:00.0
16741,ColonialVoice,7.77752E+13,8,2008,00:00.0
16742,Vista,1.11156E+13,6,2006,00:00.0
16743,Distinguish,5.55516E+13,3,2008,00:00.0
16744,Vista,1.11132E+13,9,2005,00:00.0
16745,Vista,1.11118E+13,10,2008,00:00.0
16746,ColonialVoice,7.77725E+13,11,2006,00:00.0
16747,ColonialVoice,7.77781E+13,3,2006,00:00.0
16748,SuperiorCard,3.33398E+13,3,2006,00:00.0
16749,Distinguish,5.55537E+13,11,2007,00:00.0
16750,ColonialVoice,7.77778E+13,1,2008,00:00.0
16751,ColonialVoice,7.77748E+13,10,2006,00:00.0
16752,ColonialVoice,7.77726E+13,1,2005,00:00.0
16753,SuperiorCard,3.33381E+13,8,2005,00:00.0
16754,SuperiorCard,3.33379E+13,10,2006,00:00.0
16755,ColonialVoice,7.77759E+13,1,2008,00:00.0
16756,Distinguish,5.55551E+13,3,2006,00:00.0
16757,Distinguish,5.55554E+13,1,2007,00:00.0
16758,Distinguish,5.55567E+13,5,2006,00:00.0
16759,SuperiorCard,3.33352E+13,11,2008,00:00.0
